[01:16:55] Date         ABQ 00       ABQ 12       EPZ 00       EPZ 12       RH           diag.py:169
            '4.52' '8.41' '2.77' '2.49' '5.6' '4.56' '8.4' '8.85' '7.38' '12.19'                     
            '8.15' '8.44' '6.31' '9.96' '5.36' 'NaN' '4.67' '8.15' '14.84' '19.07'                   
            '5.76' '5.71' '4.66' '7.1' '4.7' '6.12' '11.9' '8.76' '11.03' '4.37'                     
            '7.54' '6.58' '4.46' 'NaN' '8.66' '4.13' '3.4' '6.23' '9.47' '6.84'                      
            '8.35' '8.54' '7.96' '8.34' '8.78' '6.8' '7.37' '5.71' '3.84' '6.12'                     
            '9.63' '8.04' '5.24' '4.54' '8.34' '4.83' '7.03' '6.73' '8.14' '8.26'                    
            '12.63' '12.37' '11.45' '9.75' '12.26' '10.54' '6.31' '13.61' '8' '7.23'                 
            '7.87' '4.35' '8.19' '6.36' '7.08' '7.91' '13.3' '12.41' '14.46' '13.55'                 
            '12.7' '11.21' '9.08' '12.45' '14.28' '7.07' '5.26' '8.89' '10.73' '8.14'                
            '8.49' '5.78' '7.87' '7.15' '13.3' '6' '7.94' '9.49' '10.32' '11.46'                     
            '17.1' '17.74' '13.71' '13.36' '13.67' '15.09' '12.18' '10.38' '14.2'                    
            '17.27' '10.92' '12.2' '15.91' '8.3' '14.25' '18.82' '17.13' '6.91'                      
            '11.23' '9.28' '5.37' '10.35' '4.73' '9.25' '8.3' '17.08' '19.69' '15.5'                 
            '19.24' '18.64' '24.32' '17.54' '11.25' '11.77' '11.99' '26.1' '27.7'                    
            '9.58' '7.76' '12.22' '16.91' '19.94' '22.47' '20.38' '27' '27.28'                       
            '22.85' '13.46' '16.4' '20.17' '20.57' '23.4' '26.72' '23.8' '26.8'                      
            '27.3' '25.71' '18.43' '19.08' '22.36' '19.6' '24.5' '27.33' '24.96'                     
            '27.94' '24.37' '32' '27.91' '24.56' '27.9' '28.19' '31.35' '18.99'                      
            '16.89' '26.39' '17.16' '16.84' '11.36' '11.69' '16.25' '21.24' '22.28'                  
            '19.04' '17.17' '14.39' '14.25' '16.25' '26.22' '19.38' '17.38' '17.32'                  
            '13.83' '21.66' '17.57' 'NaN' '15.77' '16.88' '19.5' '23.54' '24.58'                     
            '13.47' '24.88' '18.36' '9.06' '15.56' '23.95' '26.88' '20.84' '17.16'                   
            '13.18' '17.94' '11.44' '16.97' '5.07' '20.42' '14.35' '16.69' '17.86'                   
            '18.7' '12.64' '13.84' '15.68' '14.29' '7.16' '18.65' '17.5' '10.28'                     
            '6.51' '11.77' '17.4' '8.79' '5.86' '1.79' '11.63' '7.46' '9.54' '4.46'                  
            '4' '7.8' '8.57' '4.58' '2.93' '4.65' '7.11' '4.36' '5.68' '4.94' '5.96'                 
            '5.98' '3.6' '5.05' '1.41' '1.56' '2.8' '4.88' '5.05' '4.72' '6.9'                       
            '16.27' '11.94' '4.54' '2.2' '8.24' '7.72' '4.37' '7.2' '5.82' '7.99'                    
            '7.86' '5.59' '6.45' '7.12' '15.42' '9.5' '7.81' '5.38' '4.75' '5.41'                    
            '3.33' '10.12' '12.37' '7.82' '3.83' '7.67' '6.23' '7.69' '13.94' '7.84'                 
            '7.59' '9.65' '12.71' '8.03' '4.51' '5.37' '7.8' '10.2' '9.67' '5.23'                    
            '1.91' '2.87' '1.72' '3.88' '2.85' '3.07' '3.48' '4.71' '13.25' '7.3'                    
            '7.13' '8.23' '6.44' '2.73' '6.36' '7.25' '8.11' '7.84' '5.4' '4.81'                     
            '4.68' '2.05' '3.83' '3.62' '6.89' '3.64' '3.85' '4.56' '3.98' '4.37'                    
            '3.28' '15.27' '7.19' '3.41' '7.56' '9.75' '13.58' '6.03' '7.36' '7.17'                  
            '5.8' '6.61' '9.75' '3.51' '5.57' '4.94' '4.95' '5.51' '6.18' '6.29'                     
            '4.88' '2.39' '7.74' '6.58' '4.69' '5.95' '11.89' '8.11' '4.24' '5.79'                   
            '6.05' '6.51' '8.81' '9.84' '8.98' '8.98' '5.21' '11.45' '17.88' '8.0'                   
            '4.73' '1.85' '2.08' '2.87' '2.2' '3.98' '8.54' '6.1' '5.66' '3.42'                      
            '6.05' '4.84' '10.37' '13.32' '5.38' '10.9' '16.77' '14.14' 'NaN' '7.62'                 
            '10.35' '5.13' '7.93' '12.28' '0.0' '10.34' '9.02' '5.79' '3.89' '4.81'                  
            '10.9' '13.63' '5.36' '3.31' '5.5' '4.66' '5.59' '7.73' '6.27' '6.88'                    
            '7.8' '6.31' '4.2' '6.59' '5.1' '8.31' '4.98' '4.95' '10.58' '10.71'                     
            '1.98' '4.92' '4.89' '6.64' '5.84' '8.22' '8.24' '8.19' '6.2' '8.22'                     
            '5.6' '4.93' '7.7' '8.76' '8.02' '8.74' '11.48' '7.9' '7.05' '10.18'                     
            '6.64' '9.3' '8.62' '7.47' '7.65' '6.95' '10.13' '16.55' '12.96' '6.55'                  
            '5.84' '8.8' '9.03' '14.31' '11.02' '13.3' '5.48' '4.37' '5.15' '9.42'                   
            '6.29' '9.52' '8.73' '13.98' '15.67' '17.72' '19.13' '22.07' '18.85'                     
            '20.05' '12.8' '15.28' '15.21' '12.95' '9.33' '7.01' '3.93' '5.35' '9.43'                
            '19.15' '18.57' '13.62' '16.33' '19.47' '6.54' '7.61' '7.05' '9.31'                      
            '10.15' '12.86' '16.34' '16.14' '12.28' '9.34' '7.23' '12.8' '9.63'                      
            '7.64']                                                                                  
[02:01:48] 5/18/2020    Success      Success      Success      Success      Fail         diag.py:145 
[2K           RH: 27 != 14.0                                                                diag.py:146 
[02:01:59] 5/19/2020    Success      Success      Success      Success      Fail         diag.py:145 
[2K           RH: 10 != 14.0                                                                diag.py:146 
[02:02:09] 5/20/2020    Success      Success      Success      Success      Fail         diag.py:145 
[2K           RH: 5 != 6.0                                                                  diag.py:146 
[02:02:20] 5/21/2020    Success      Success      Success      Success      Fail         diag.py:145 
[2K           RH: 6 != 5.0                                                                  diag.py:146 
[02:02:31] 5/22/2020    Success      Success      Success      Success      Fail         diag.py:145 
[2K           RH: 8 != 6.0                                                                  diag.py:146 
[02:02:42] 5/23/2020    Success      Success      Success      Success      Fail         diag.py:145 
[2K           RH: 9 != 8.0                                                                  diag.py:146 
[02:02:54] 5/24/2020    Success      Success      Success      Success      Fail         diag.py:145 
[2K           RH: 26 != 13.0                                                                diag.py:146 
[02:03:05] 5/25/2020    Success      Success      Success      Success      Fail         diag.py:145 
[2K           RH: 11 != 14.0                                                                diag.py:146 
[02:03:18] 5/26/2020    Success      Success      Success      Success      Fail         diag.py:145 
[2K           RH: 10 != 11.0                                                                diag.py:146 
[02:03:30] 5/27/2020    Success      Success      Success      Success      Fail         diag.py:145 
[2K           RH: 11 != 10.0                                                                diag.py:146 
[02:03:41] 5/28/2020    Success      Success      Success      Success      Fail         diag.py:145 
[2K           RH: 14 != 11.0                                                                diag.py:146 
[02:03:53] 5/29/2020    Success      Success      Success      Success      Fail         diag.py:145 
[2K           RH: 13 != 14.0                                                                diag.py:146 
[02:04:07] 5/30/2020    Success      Success      Success      Success      Fail         diag.py:145 
[2K           RH: 12 != 13.0                                                                diag.py:146 
[02:04:18] 5/31/2020    Success      Success      Success      Success      Fail         diag.py:145 
[2K           RH: 24 != 23.0                                                                diag.py:146 
[02:04:30] 6/1/2020     Success      Success      Success      Success      Fail         diag.py:145 
[2K           RH: 32 != 26.0                                                                diag.py:146 
[02:04:41] 6/2/2020     Success      Success      Success      Success      Fail         diag.py:145 
[2K           RH: 12 != 13.0                                                                diag.py:146 
[02:04:52] 6/3/2020     Success      Success      Success      Success      Fail         diag.py:145 
[2K[02:04:53] RH: 21 != 30.0                                                                diag.py:146 
[02:05:04] 6/4/2020     Success      Success      Success      Success      Fail         diag.py:145 
[2K           RH: 8 != 10.0                                                                 diag.py:146 
[02:05:14] 6/5/2020     Success      Success      Success      Success      Fail         diag.py:145 
[2K           RH: 33 != 11.0                                                                diag.py:146 
[02:05:25] 6/6/2020     Success      Success      Success      Success      Fail         diag.py:145 
[2K           RH: 10 != 34.0                                                                diag.py:146 
[02:05:35] 6/7/2020     Success      Success      Success      Success      Fail         diag.py:145 
[2K           RH: 6 != 9.0                                                                  diag.py:146 
[02:05:46] 6/8/2020     Success      Success      Success      Success      Fail         diag.py:145 
[2K           RH: 6 != 8.0                                                                  diag.py:146 
[02:05:57] 6/9/2020     Success      Success      Success      Success      Fail         diag.py:145 
[2K           RH: 11 != 14.0                                                                diag.py:146 
[02:06:07] 6/10/2020    Success      Success      Success      Success      Fail         diag.py:145 
[2K           RH: 14 != 6.0                                                                 diag.py:146 
[02:06:18] 6/11/2020    Success      Success      Success      Success      Fail         diag.py:145 
[2K           RH: 19 != 9.0                                                                 diag.py:146 
[02:06:30] 6/12/2020    Success      Success      Success      Success      Fail         diag.py:145 
[2K           RH: 15 != 18.0                                                                diag.py:146 
[02:06:42] 6/13/2020    Success      Success      Success      Success      Fail         diag.py:145 
[2K           RH: 22 != 30.0                                                                diag.py:146 
[02:06:53] 6/14/2020    Success      Success      Success      Success      Fail         diag.py:145 
[2K           RH: 14 != 16.0                                                                diag.py:146 
[02:07:04] 6/15/2020    Success      Success      Success      Success      Fail         diag.py:145 
[2K           RH: 17 != 13.0                                                                diag.py:146 
[02:07:15] 6/16/2020    Success      Success      Success      Success      Fail         diag.py:145 
[2K           RH: 7 != 14.0                                                                 diag.py:146 
[02:07:26] 6/17/2020    Success      Success      Success      Success      Success      diag.py:148 
[02:07:38] 6/18/2020    Success      Success      Success      Success      Fail         diag.py:145 
[2K           RH: 8 != 11.0                                                                 diag.py:146 
[02:07:48] 6/19/2020    Success      Success      Success      Success      Fail         diag.py:145 
[2K           RH: 21 != 9.0                                                                 diag.py:146 
[02:08:00] 6/20/2020    Success      Success      Success      Success      Fail         diag.py:145 
[2K           RH: 7 != 9.0                                                                  diag.py:146 
[02:08:12] 6/21/2020    Success      Success      Success      Success      Fail         diag.py:145 
[2K           RH: 12 != 10.0                                                                diag.py:146 
[02:08:21] 6/22/2020    Success      Success      Success      NaN          Fail         diag.py:145 
[2K           RH: 30 != 11.0                                                                diag.py:146 
[02:08:36] 6/23/2020    Success      Success      Success      Success      Fail         diag.py:145 
[2K           RH: 17 != 15.0                                                                diag.py:146 
[02:08:47] 6/24/2020    Success      Success      Success      Success      Fail         diag.py:145 
[2K           RH: 10 != 15.0                                                                diag.py:146 
[02:09:03] 6/25/2020    Success      Success      Success      Success      Fail         diag.py:145 
[2K           RH: 8 != 10.0                                                                 diag.py:146 
[02:09:27] 6/26/2020    Success      Success      Success      Success      Fail         diag.py:145 
[2K           RH: 9 != 8.0                                                                  diag.py:146 
[02:09:40] 6/27/2020    Success      Success      Success      Success      Success      diag.py:148 
[02:10:03] 6/28/2020    Success      Success      Success      Success      Fail         diag.py:145 
[2K           RH: 8 != 11.0                                                                 diag.py:146 
[02:10:14] 6/29/2020    Success      Success      Success      Success      Fail         diag.py:145 
[2K           RH: 14 != 15.0                                                                diag.py:146 
[02:10:25] 6/30/2020    Success      Success      Success      Success      Fail         diag.py:145 
[2K           RH: 10 != 8.0                                                                 diag.py:146 
